feature_name,importance,abs_importance
cat__product_category_name_english_toys,-0.348569312875958,0.348569312875958
cat__product_category_name_english_cool_stuff,-0.3471796414147998,0.3471796414147998
cat__product_category_name_english_costruction_tools_garden,-0.33496641245631786,0.33496641245631786
cat__product_category_name_english_dvds_blu_ray,-0.3345294283087936,0.3345294283087936
cat__payment_type_main_voucher,0.3302157189344283,0.3302157189344283
cat__seller_state_RO,0.3284321848748505,0.3284321848748505
cat__seller_state_DF,-0.3238023099234127,0.3238023099234127
cat__product_category_name_english_food_drink,-0.3141816848565899,0.3141816848565899
cat__seller_state_MG,0.30525164248342496,0.30525164248342496
cat__customer_state_AC,0.29758749658423167,0.29758749658423167
cat__seller_state_MS,0.2946763385787454,0.2946763385787454
cat__seller_state_RS,-0.2876297407787731,0.2876297407787731
cat__payment_type_main_boleto,0.28483820229905377,0.28483820229905377
cat__product_category_name_english_garden_tools,0.28214553249960417,0.28214553249960417
cat__product_category_name_english_small_appliances_home_oven_and_coffee,-0.28171399161426486,0.28171399161426486
cat__product_category_name_english_party_supplies,-0.2807762487811093,0.2807762487811093
cat__product_category_name_english_art,-0.27245284517279567,0.27245284517279567
cat__product_category_name_english_books_technical,-0.26471785900481815,0.26471785900481815
cat__customer_state_CE,0.26346724399714655,0.26346724399714655
cat__product_category_name_english_pet_shop,-0.259045952878192,0.259045952878192
cat__product_category_name_english_consoles_games,0.25527031182799254,0.25527031182799254
cat__product_category_name_english_christmas_supplies,-0.25351311991832837,0.25351311991832837
cat__product_category_name_english_fixed_telephony,-0.24146859422041084,0.24146859422041084
cat__product_category_name_english_fashion_sport,0.23825118912610058,0.23825118912610058
cat__product_category_name_english_cine_photo,-0.22961601035110982,0.22961601035110982
cat__product_category_name_english_home_construction,-0.2183422494661495,0.2183422494661495
cat__product_category_name_english_home_comfort_2,0.2069751554869837,0.2069751554869837
cat__product_category_name_english_watches_gifts,-0.20119349709001047,0.20119349709001047
cat__product_category_name_english_music,0.20019892088616742,0.20019892088616742
cat__customer_state_TO,0.1880998284086046,0.1880998284086046
cat__product_category_name_english_home_appliances,-0.1872039203446412,0.1872039203446412
cat__product_category_name_english_audio,0.18537504487770842,0.18537504487770842
cat__product_category_name_english_auto,0.1711541302957392,0.1711541302957392
cat__product_category_name_english_books_imported,-0.16640476826361092,0.16640476826361092
cat__customer_state_RR,0.1640369993024168,0.1640369993024168
cat__product_category_name_english_construction_tools_construction,-0.15900476996996957,0.15900476996996957
cat__product_category_name_english_air_conditioning,0.1560398092015269,0.1560398092015269
cat__product_category_name_english_drinks,-0.1557005100291756,0.1557005100291756
cat__product_category_name_english_luggage_accessories,-0.1534792789554905,0.1534792789554905
cat__product_category_name_english_computers_accessories,-0.1512281208379201,0.1512281208379201
cat__product_category_name_english_industry_commerce_and_business,-0.1482849751522878,0.1482849751522878
cat__product_category_name_english_books_general_interest,0.14425715208461257,0.14425715208461257
cat__product_category_name_english_food,0.13812722821547568,0.13812722821547568
cat__product_category_name_english_security_and_services,-0.13668088401882533,0.13668088401882533
cat__product_category_name_english_musical_instruments,0.12629173539305366,0.12629173539305366
cat__customer_state_MT,0.12428530865590502,0.12428530865590502
cat__seller_state_SE,-0.1236673222211668,0.1236673222211668
cat__product_category_name_english_unknown,0.1193808502693246,0.1193808502693246
cat__seller_state_RJ,-0.11024328097866827,0.11024328097866827
cat__seller_state_GO,-0.10612260192959734,0.10612260192959734
cat__payment_type_main_unknown,0.10549951835495705,0.10549951835495705
cat__product_category_name_english_signaling_and_security,-0.10264171262243503,0.10264171262243503
cat__payment_type_main_debit_card,0.10054664141381321,0.10054664141381321
cat__seller_state_BA,-0.09837937586089478,0.09837937586089478
cat__product_category_name_english_kitchen_dining_laundry_garden_furniture,0.09589320425354543,0.09589320425354543
cat__product_category_name_english_stationery,-0.08604243302319096,0.08604243302319096
cat__product_category_name_english_tablets_printing_image,0.07478535245684852,0.07478535245684852
cat__customer_state_PI,-0.07256751192855558,0.07256751192855558
cat__product_category_name_english_arts_and_craftmanship,-0.06729079170874952,0.06729079170874952
cat__product_category_name_english_sports_leisure,-0.06723637296337098,0.06723637296337098
cat__product_category_name_english_housewares,0.0643059330958328,0.0643059330958328
num__purchase_dayofweek,0.061736430341541235,0.061736430341541235
cat__seller_state_PB,0.06041704830606057,0.06041704830606057
cat__seller_state_MT,-0.05395103975682571,0.05395103975682571
cat__seller_state_SP,0.05289956508753317,0.05289956508753317
cat__product_category_name_english_electronics,0.041526643800688545,0.041526643800688545
cat__product_category_name_english_perfumery,0.03858048409877222,0.03858048409877222
cat__product_category_name_english_fashion_underwear_beach,0.03770362986211685,0.03770362986211685
cat__seller_state_PR,0.02814867401809796,0.02814867401809796
num__payments_count,-0.027692775039077366,0.027692775039077366
cat__product_category_name_english_fashion_childrens_clothes,0.02646061863524814,0.02646061863524814
cat__product_category_name_english_health_beauty,0.02348512046449025,0.02348512046449025
cat__product_category_name_english_baby,-0.01857787598722695,0.01857787598722695
num__purchase_month,0.015019073129139903,0.015019073129139903
cat__product_category_name_english_telephony,0.013544361277043707,0.013544361277043707
cat__payment_type_main_credit_card,-0.011196967754463586,0.011196967754463586
num__is_weekend,0.01077687730009318,0.01077687730009318
cat__seller_state_SC,0.010756617776503215,0.010756617776503215
num__payment_value_sum,0.006914106945246767,0.006914106945246767
num__price_sum,-0.006621305251659685,0.006621305251659685
num__freight_value_sum,0.0042981437119759686,0.0042981437119759686
num__purchase_hour,0.003917662550021735,0.003917662550021735
num__payment_installments_max,0.00029747672610845914,0.00029747672610845914
