feature_name,importance,abs_importance
cat__product_category_name_english_musical_instruments,0.1467868369993767,0.1467868369993767
cat__product_category_name_english_computers_accessories,-0.13657653053313415,0.13657653053313415
cat__product_category_name_english_fashion_sport,0.12886958994050252,0.12886958994050252
cat__product_category_name_english_consoles_games,0.12499475619046384,0.12499475619046384
cat__product_category_name_english_books_general_interest,0.10732954074263013,0.10732954074263013
cat__product_category_name_english_telephony,-0.10581959768855458,0.10581959768855458
cat__payment_type_main_voucher,-0.10509210746464259,0.10509210746464259
cat__product_category_name_english_fashion_underwear_beach,0.1021004131975534,0.1021004131975534
cat__product_category_name_english_drinks,0.10022243207330787,0.10022243207330787
cat__product_category_name_english_christmas_supplies,0.09634729687955394,0.09634729687955394
cat__seller_state_BA,-0.08686791599537562,0.08686791599537562
cat__seller_state_SC,0.08587658524757391,0.08587658524757391
cat__product_category_name_english_books_imported,-0.08464833914285358,0.08464833914285358
cat__product_category_name_english_arts_and_craftmanship,-0.08279131584075797,0.08279131584075797
num__purchase_dayofweek,0.08124361622392566,0.08124361622392566
cat__product_category_name_english_perfumery,-0.07986328833565043,0.07986328833565043
cat__seller_state_RJ,-0.07203784068707302,0.07203784068707302
cat__product_category_name_english_kitchen_dining_laundry_garden_furniture,0.07015038994094626,0.07015038994094626
cat__product_category_name_english_cine_photo,-0.06682535098949294,0.06682535098949294
num__is_weekend,-0.06470247894070577,0.06470247894070577
cat__customer_state_RR,0.05934606505203314,0.05934606505203314
cat__seller_state_PB,0.05829043897964924,0.05829043897964924
cat__product_category_name_english_baby,-0.05792400113114306,0.05792400113114306
cat__seller_state_PA,0.05069661329267447,0.05069661329267447
cat__payment_type_main_debit_card,-0.050316146863714425,0.050316146863714425
cat__product_category_name_english_housewares,-0.04347978667677995,0.04347978667677995
cat__product_category_name_english_stationery,0.039559254575956125,0.039559254575956125
cat__customer_state_PI,0.03821999518479815,0.03821999518479815
cat__product_category_name_english_signaling_and_security,-0.03818618717322888,0.03818618717322888
cat__product_category_name_english_construction_tools_safety,0.03203323194781481,0.03203323194781481
cat__seller_state_PE,0.031298138257153635,0.031298138257153635
cat__product_category_name_english_home_appliances,0.030339768731250064,0.030339768731250064
cat__customer_state_MT,-0.021520558572331316,0.021520558572331316
cat__product_category_name_english_auto,-0.021248813033571536,0.021248813033571536
cat__payment_type_main_boleto,-0.015420832506333065,0.015420832506333065
cat__seller_state_PR,-0.015205093061277956,0.015205093061277956
cat__product_category_name_english_tablets_printing_image,0.0135646788784728,0.0135646788784728
cat__product_category_name_english_air_conditioning,-0.013282533918647544,0.013282533918647544
num__payment_installments_max,0.012988128350534173,0.012988128350534173
cat__customer_state_TO,-0.009998785750135481,0.009998785750135481
num__payment_value_sum,0.00942938282722914,0.00942938282722914
num__price_sum,-0.009132997263416945,0.009132997263416945
cat__product_category_name_english_unknown,0.006934852483441701,0.006934852483441701
cat__product_category_name_english_fashion_childrens_clothes,0.006918419445835341,0.006918419445835341
cat__product_category_name_english_electronics,-0.004234785578489079,0.004234785578489079
num__purchase_hour,0.0035221677079103862,0.0035221677079103862
num__payments_count,-0.0035187034607173065,0.0035187034607173065
num__freight_value_sum,-0.0012992873648978972,0.0012992873648978972
